id,name,maintenance_responsibility,installed,material,length,number_of_steps,schools_count,school_score,total_population,transit_rider_count,transit_score,detour_score,overall_score,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
293280184,St Thomas St from Monastery St to St Martin St,4th Division,1947-01-01,Concrete,270,77,0,100,904,99,6,2,7,https://tools.wprdc.org/images/pittsburgh/steps/St_Thomas_St_from_Monastery_St_to_St_Martin_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-6,40.42299361,-79.98543178
924991318,St Thomas St from Pius St to Hackstown St,4th Division,1947-01-01,Concrete,199,193,1,8,1083,45,7,4,9,https://tools.wprdc.org/images/pittsburgh/steps/St_Thomas_St_from_Pius_St_to_Hackstown_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42444679,-79.98490145
1613099121,St Thomas St from Regina St to St Martin St,4th Division,1947-01-01,Concrete,107,21,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/St_Thomas_St_from_Regina_St_to_St_Martin_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-6,40.42275709,-79.98551791
1182554375,St Thomas St from S 18th St to Angelo St,4th Division,1950-01-01,Concrete,99,36,0,100,790,110,7,5,7,https://tools.wprdc.org/images/pittsburgh/steps/St_Thomas_St_from_S_18th_St_to_Angelo_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-6,40.42123917,-79.98533299
1000037232,St Thomas St from St Martin St to E Warrington Ave East,4th Division,1950-01-01,Concrete,64,18,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/St_Thomas_St_from_St_Martin_St_to_E_Warrington_Ave_East.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-6,40.42246784,-79.98539255
579073759,St Thomas St from St Martin St to E Warrington Ave West,4th Division,1950-01-01,Concrete,118,16,0,100,847,110,9,7,9,https://tools.wprdc.org/images/pittsburgh/steps/St_Thomas_St_from_St_Martin_St_to_E_Warrington_Ave_West.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-6,40.42239261,-79.98548304
176621694,Stanton Ave and Morningside Ave,2nd Division,,Concrete,4,4,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stanton_Ave_and_Morningside_Ave.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-7,40.47554491,-79.93191331
447044144,Stanton Ave to McCandless Ave,Construction,1972-01-01,Concrete,106,47,0,100,612,12,4,5,2,https://tools.wprdc.org/images/pittsburgh/steps/Stanton_Ave_to_McCandless_Ave.jpg,Stanton Heights,9,10,42003101800,2,10,5,3-5,40.47787098,-79.94746257
1064158822,Stapleton St from Amman to Waddington Ave,4th Division,1952-01-01,Concrete,129,26,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stapleton_St_from_Amman_to_Waddington_Ave.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39618238,-80.02919851
1245366522,Stapleton St from W Liberty Ave to Amman St,4th Division,1952-01-01,Concrete,123,47,1,3,583,58,4,3,4,https://tools.wprdc.org/images/pittsburgh/steps/Stapleton_St_from_W_Liberty_Ave_to_Amman_St.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39678914,-80.02953215
1351762438,Stayton Rd from Ingham St to Hodgkiss St,1st Division,,Concrete,77,35,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stayton_Rd_from_Ingham_St_to_Hodgkiss_St.jpg,Marshall-Shadeland,1,27,42003270400,1,27,1,1-9,40.46720459,-80.02647682
131079481,Stebbins Ave from Lajoie Way to Woodbourne Ave,4th Division,,Concrete,126,35,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stebbins_Ave_from_Lajoie_Way_to_Woodbourne_Ave.jpg,Brookline,4,19,42003191800,5,19,6,4-26,40.39165918,-80.02079095
133909852,Stebbins Ave from Woodbourne Ave to Harex Way,4th Division,1938-01-01,Concrete,103,31,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stebbins_Ave_from_Woodbourne_Ave_to_Harex_Way.jpg,Brookline,4,19,42003191800,5,19,6,4-26,40.39196051,-80.02041544
1617044335,Stebbins St from Bay Ridge Ave to LaJoie Way,4th Division,,Concrete,121,18,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stebbins_St_from_Bay_Ridge_Ave_to_LaJoie_Way.jpg,Brookline,4,19,42003191800,5,19,6,4-26,40.39136185,-80.02113063
400782210,Stebbins St from Fordham St to Texola St,4th Division,,Asphalt/Wood,121,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stebbins_St_from_Fordham_St_to_Texola_St.jpg,Brookline,4,19,42003191800,5,19,6,4-26,40.39068907,-80.02195576
1226552559,Steele Court from Kilbourne St,3rd Division,1949-01-01,Concrete,106,42,0,100,588,45,6,8,6,https://tools.wprdc.org/images/pittsburgh/steps/Steele_Court_from_Kilbourne_St.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40932838,-79.93956593
783092420,Steelview Ave from Brownshill Rd to Desdemona Ave,3rd Division,,Concrete,63,43,0,100,189,137,7,10,3,https://tools.wprdc.org/images/pittsburgh/steps/Steelview_Ave_from_Brownshill_Rd_to_Desdemona_Ave.jpg,Glen Hazel,5,15,42003141400,3,15,4,2-12,40.41263224,-79.92140834
1119812623,Steine St from Homer St to Rhine St,1st Division,1945-01-01,Concrete,181,105,1,8,1097,205,10,4,7,https://tools.wprdc.org/images/pittsburgh/steps/Steine_St_from_Homer_St_to_Rhine_St.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46526931,-79.99175125
485514511,Stella St,4th Division,,Concrete,45,8,0,100,692,47,8,10,9,https://tools.wprdc.org/images/pittsburgh/steps/Stella_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42235469,-79.96806668
896829954,Sterling St from Elsie St to Arlington Ave,4th Division,1948-01-01,Concrete,165,38,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Sterling_St_from_Elsie_St_to_Arlington_Ave.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.41696112,-79.97450279
1143930666,Sterling St from Greeley St to Leticoe St,4th Division,1947-01-01,Concrete,236,93,0,100,801,80,5,2,7,https://tools.wprdc.org/images/pittsburgh/steps/Sterling_St_from_Greeley_St_to_Leticoe_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42410533,-79.97393538
797673398,Sterling St from Mission St to Patterson St,4th Division,1951-01-01,Concrete,795,301,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Sterling_St_from_Mission_St_to_Patterson_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42141213,-79.97398957
979618445,Sterling St from Spring St to Elsie St,4th Division,1948-01-01,Concrete,133,26,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Sterling_St_from_Spring_St_to_Elsie_St.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.41650748,-79.97459323
1749403848,Sterret St from Mt. Vernon St to Upland St,2nd Division,1948-01-01,Concrete/Wood,196,55,0,100,996,40,7,6,6,https://tools.wprdc.org/images/pittsburgh/steps/Sterret_St_from_Mt._Vernon_St_to_Upland_St.jpg,Homewood North,9,13,42003130100,2,13,5,3-17,40.46127672,-79.89248842
239737392,Stetson St from Lapeer Way to Pioneer Ave,DOMI - Signs and Markings,,Concrete,72,24,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stetson_St_from_Lapeer_Way_to_Pioneer_Ave.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40565839,-80.01526455
1367132144,Stetson St from Plainview Ave to Lapeer Way,DOMI - Signs and Markings,,Concrete,102,20,1,7,475,95,8,10,7,https://tools.wprdc.org/images/pittsburgh/steps/Stetson_St_from_Plainview_Ave_to_Lapeer_Way.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40573914,-80.01572023
825593990,Stetson St from W Liberty Ave to Woodward Ave,DOMI - Signs and Markings,,Concrete,376,64,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stetson_St_from_W_Liberty_Ave_to_Woodward_Ave.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40616732,-80.01765551
1976126878,Stetson St from Woodward Ave to Plainview Ave,DOMI - Signs and Markings,,Concrete,245,,1,7,535,103,7,8,7,https://tools.wprdc.org/images/pittsburgh/steps/Stetson_St_from_Woodward_Ave_to_Plainview_Ave.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.4059133,-80.01641124
1449753809,Steuben St at Chartiers Ave to Crucible St,5th Division,1949-01-01,Concrete,153,67,1,3,624,219,7,4,8,https://tools.wprdc.org/images/pittsburgh/steps/Steuben_St_at_Chartiers_Ave_to_Crucible_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.4412814,-80.03904835
1512170836,Steuben St at Linhart St to Attica St,5th Division,1947-01-01,Concrete,128,90,1,4,535,157,7,6,10,https://tools.wprdc.org/images/pittsburgh/steps/Steuben_St_at_Linhart_St_to_Attica_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44153309,-80.0372386
2001846947,Straka St from Berry St to Sanborn St,5th Division,,Concrete,742,104,1,2,625,54,3,2,3,https://tools.wprdc.org/images/pittsburgh/steps/Straka_St_from_Berry_St_to_Sanborn_St.jpg,Crafton Heights,2,20,42003281400,5,20,6,1-16,40.45103273,-80.05551634
126425621,Stratmore Ave and Crafton Blvd to Clearview Ave,5th Division,,Wood,17,31,1,10,1036,23,9,10,7,https://tools.wprdc.org/images/pittsburgh/steps/Stratmore_Ave_and_Crafton_Blvd_to_Clearview_Ave.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43759605,-80.05585401
235060592,Stromberg St from Oakley Way,4th Division,,Asphalt/Wood,131,24,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Stromberg_St_from_Oakley_Way.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42178379,-79.9697585
1950297721,Suffolk St from East St to Peekskill St,1st Division,1950-01-01,Concrete,977,97,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Suffolk_St_from_East_St_to_Peekskill_St.jpg,Perry South,6,26,42003250900,1,26,1,1-22,40.46807752,-80.00249493
1401119532,Sumner St from Barry St,4th Division,,Concrete,250,110,0,100,899,37,4,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Sumner_St_from_Barry_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42180258,-79.97053035
1768070180,Sumner St from Niles St to Oakley Way,4th Division,1947-01-01,Concrete,385,,0,100,866,45,4,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Sumner_St_from_Niles_St_to_Oakley_Way.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.4209444,-79.96916706
1176037578,Sumner St from Oakley Way to Dead End,4th Division,1947-01-01,Concrete,332,,0,100,944,45,5,1,6,https://tools.wprdc.org/images/pittsburgh/steps/Sumner_St_from_Oakley_Way_to_Dead_End.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42166524,-79.97017409
1305621217,Sunday St from Sedgwick St to Oriana St,1st Division,1946-01-01,Concrete,226,74,0,100,420,24,2,1,4,https://tools.wprdc.org/images/pittsburgh/steps/Sunday_St_from_Sedgwick_St_to_Oriana_St.jpg,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46083979,-80.02351511
85519793,Sunnyside St from Glenwood Ave,3rd Division,1950-01-01,Concrete,250,31,1,2,489,49,3,3,4,https://tools.wprdc.org/images/pittsburgh/steps/Sunnyside_St_from_Glenwood_Ave.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40204322,-79.93875156
1561290918,Syrian St from Arlington Ave to Azul St,4th Division,1949-01-01,Concrete,240,103,0,100,525,162,8,8,5,https://tools.wprdc.org/images/pittsburgh/steps/Syrian_St_from_Arlington_Ave_to_Azul_St.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.41693072,-79.96560769
339244722,Syrian St from Azul St to Bis Way,4th Division,1949-01-01,Concrete,70,14,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Syrian_St_from_Azul_St_to_Bis_Way.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.41629325,-79.96555029
1956135934,Telescope St to Stella St,4th Division,1951-01-01,Concrete,100,56,0,100,627,47,6,8,6,https://tools.wprdc.org/images/pittsburgh/steps/Telescope_St_to_Stella_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42226447,-79.96749728
519740736,Tell St,1st Division,1952-01-01,Concrete,323,63,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tell_St.jpg,Spring Garden,1,24,42003241200,1,24,1,1-5,40.4604485,-79.98800379
2108549900,Tell St from Voskamp St to Lowrie St,1st Division,,Concrete,278,162,1,3,690,33,3,2,9,https://tools.wprdc.org/images/pittsburgh/steps/Tell_St_from_Voskamp_St_to_Lowrie_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45953995,-79.9882776
1531531859,Tell St to Voskamp St,1st Division,,Concrete,100,26,1,8,698,33,6,8,10,https://tools.wprdc.org/images/pittsburgh/steps/Tell_St_to_Voskamp_St.jpg,Spring Garden,1,24,42003241200,1,24,1,1-5,40.46013207,-79.98846809
1962737818,Templeton St from W Liberty Ave to Woodward Ave,4th Division,,Concrete,270,,0,100,954,150,10,6,8,https://tools.wprdc.org/images/pittsburgh/steps/Templeton_St_from_W_Liberty_Ave_to_Woodward_Ave.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.3987572,-80.0247598
162017298,Templeton St from Woodward Ave to Plainview Ave,4th Division,,Concrete,112,,0,100,873,144,10,8,9,https://tools.wprdc.org/images/pittsburgh/steps/Templeton_St_from_Woodward_Ave_to_Plainview_Ave.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39833233,-80.02419788
531898316,Thayer St from Tuxedo St,5th Division,,Wood,67,51,0,100,506,56,6,7,4,https://tools.wprdc.org/images/pittsburgh/steps/Thayer_St_from_Tuxedo_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45318986,-80.06706284
1525535447,Thornton St and Surban Ave to Sherwood Ave,5th Division,1960-01-01,Concrete,208,41,2,7,750,61,6,5,8,https://tools.wprdc.org/images/pittsburgh/steps/Thornton_St_and_Surban_Ave_to_Sherwood_Ave.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45526831,-80.05751238
622083350,Toboggan St to Rising Main Ave,1st Division,1946-01-01,Concrete,208,78,0,100,55,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Toboggan_St_to_Rising_Main_Ave.jpg,Fineview,1,25,42003250900,1,25,1,1-6,40.46451449,-80.00178178
384412691,Toga Way from Lemington Ave to Westmoreland Ave,2nd Division,1944-01-01,Concrete,180,91,1,6,657,263,9,5,6,https://tools.wprdc.org/images/pittsburgh/steps/Toga_Way_from_Lemington_Ave_to_Westmoreland_Ave.jpg,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.46811902,-79.89511594
1992310899,Tonopah Ave from Westinghouse St to Ringwalt St,5th Division,,Wood,90,32,0,100,593,28,2,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Tonopah_Ave_from_Westinghouse_St_to_Ringwalt_St.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.40757058,-80.01924887
1869953057,Transvaal Ave and Flora St,1st Division,,Wood,50,48,0,100,271,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Transvaal_Ave_and_Flora_St.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.49065806,-80.03252067
2080083399,Transverse Ave from Alries St to South Way,4th Division,,Concrete,105,14,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Transverse_Ave_from_Alries_St_to_South_Way.jpg,Carrick,4,29,42003290200,3,29,3,4-12,40.40037056,-79.98311698
1009211888,Traymore Ave and Crimson St from Suburban Ave,5th Division,1950-01-01,Concrete,181,72,0,100,170,70,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Traymore_Ave_and_Crimson_St_from_Suburban_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41177551,-80.01260614
558379492,Tretow St at Watson Blvd,1st Division,,Concrete,55,3,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tretow_St_at_Watson_Blvd.jpg,Perry North,1,26,42003260700,1,26,1,1-15,40.47868629,-80.00932755
1238196374,Tropical Ave to Gladys Ave,5th Division,1964-01-01,Concrete,278,11,0,100,281,0,2,4,1,https://tools.wprdc.org/images/pittsburgh/steps/Tropical_Ave_to_Gladys_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.42002655,-80.02434749
649962086,Troy Hill Rd at Goettmann St to E Ohio St,1st Division,1950-01-01,Concrete,283,188,1,7,307,48,6,10,10,https://tools.wprdc.org/images/pittsburgh/steps/Troy_Hill_Rd_at_Goettmann_St_to_E_Ohio_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45916643,-79.98593463
1039277607,Tullymet St from Chance Way to Sylvan Ave,3rd Division,1948-01-01,Concrete,461,259,0,100,282,15,2,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Tullymet_St_from_Chance_Way_to_Sylvan_Ave.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41525936,-79.94391236
2050771619,Tullymet St from Sylvan Ave to Gladstone St,3rd Division,1948-01-01,Concrete,340,,0,100,352,3,2,6,3,https://tools.wprdc.org/images/pittsburgh/steps/Tullymet_St_from_Sylvan_Ave_to_Gladstone_St.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41558407,-79.9430165
294093173,Tunstall St from Greenfield Ave to Alvin St,3rd Division,1950-01-01,Concrete,227,66,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tunstall_St_from_Greenfield_Ave_to_Alvin_St.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42506147,-79.94876448
2052979250,Tuscola St from Larkfield Way to Dead End,5th Division,,Concrete,184,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tuscola_St_from_Larkfield_Way_to_Dead_End.jpg,Mount Washington,2,19,42003191500,5,19,3,4-27,40.42489617,-80.00594959
1874765058,Tuscola St from Ruth St to Larkfield Way,5th Division,,Concrete,114,0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Tuscola_St_from_Ruth_St_to_Larkfield_Way.jpg,Mount Washington,2,19,42003191500,5,19,3,4-5,40.42490842,-80.00534341
223482942,Tybee St from Universal St to Tybee St,5th Division,,Wood,22,21,0,100,727,61,9,9,9,https://tools.wprdc.org/images/pittsburgh/steps/Tybee_St_from_Universal_St_to_Tybee_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45284187,-80.06007415
1598329209,Universal St from Chartiers Ave to Emporia St,5th Division,,Concrete,76,,1,4,906,65,5,2,8,https://tools.wprdc.org/images/pittsburgh/steps/Universal_St_from_Chartiers_Ave_to_Emporia_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45356134,-80.06065985
514352338,Universal St from Chartiers Ave to Newcomer St,5th Division,1950-01-01,Concrete,92,,1,9,870,65,8,7,10,https://tools.wprdc.org/images/pittsburgh/steps/Universal_St_from_Chartiers_Ave_to_Newcomer_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45333582,-80.06040236
363353551,University Dr to Allequippa St,3rd Division,,Concrete,35,23,3,3,664,288,7,3,7,https://tools.wprdc.org/images/pittsburgh/steps/University_Dr_to_Allequippa_St.jpg,North Oakland,8,4,42003982200,3,4,4,2-22,40.44793481,-79.95896328
1568182358,Upview Terrace to McCandless Ave,2nd Division,,Concrete,204,79,0,100,605,33,6,9,3,https://tools.wprdc.org/images/pittsburgh/steps/Upview_Terrace_to_McCandless_Ave.jpg,Stanton Heights,9,10,42003101800,2,10,5,3-5,40.47972746,-79.94445307
870567808,Uvilla St from Marlow St to Comstock Way,5th Division,,Concrete,161,3,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Uvilla_St_from_Marlow_St_to_Comstock_Way.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44449172,-80.03706902
1312301544,Uvilla St from Parnassus Way to Marlow St,5th Division,,Brick/Asphalt,247,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Uvilla_St_from_Parnassus_Way_to_Marlow_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44498927,-80.03761553
1199461086,Valonia St from Attica St to Advent St,5th Division,1945-01-01,Concrete,288,187,0,100,402,0,3,6,2,https://tools.wprdc.org/images/pittsburgh/steps/Valonia_St_from_Attica_St_to_Advent_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44394326,-80.0342752
1050087866,Verona Blvd to Broadcrest Dr,2nd Division,,Concrete,190,110,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Verona_Blvd_to_Broadcrest_Dr.jpg,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.47412767,-79.88831158
349388134,Vinecliffe St to E Sycamore St,5th Division,1952-01-01,Concrete,184,75,0,100,381,0,3,7,6,https://tools.wprdc.org/images/pittsburgh/steps/Vinecliffe_St_to_E_Sycamore_St.jpg,Mount Washington,3,18,42003190300,5,18,3,4-27,40.43033747,-80.00437561
1635116268,Vinecliffe St to Wyoming St,5th Division,1952-01-01,Concrete,484,133,0,100,788,87,6,3,7,https://tools.wprdc.org/images/pittsburgh/steps/Vinecliffe_St_to_Wyoming_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.43061901,-80.00546357
1743510653,Vineland St to Aaron Ave,4th Division,,Wood,40,38,0,100,441,0,4,8,2,https://tools.wprdc.org/images/pittsburgh/steps/Vineland_St_to_Aaron_Ave.jpg,Overbrook,4,32,42003320700,5,32,3,4-25,40.38781828,-80.00045904
276513857,Vinial St,1st Division,1947-01-01,Concrete,237,177,1,9,911,70,9,8,10,https://tools.wprdc.org/images/pittsburgh/steps/Vinial_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-5,40.45787664,-79.99252076
70955439,Vinial St at Salter Way,1st Division,,Concrete,53,9,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Vinial_St_at_Salter_Way.jpg,Spring Garden,1,23,42003241200,1,23,1,1-5,40.45830923,-79.99477393
1122897769,Viola St from Catoctin St to Watson St,1st Division,,Wood,130,48,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Viola_St_from_Catoctin_St_to_Watson_St.jpg,Perry North,1,26,42003260700,1,26,1,1-15,40.4780885,-80.01109181
1916159077,Virginia Ave at Shiloh St,5th Division,1938-01-01,Concrete,10,8,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Virginia_Ave_at_Shiloh_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42959558,-80.00743697
191049112,Virginia Ave from Plyer Way to Plymouth St,5th Division,,Wood,103,,0,100,677,0,2,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Virginia_Ave_from_Plyer_Way_to_Plymouth_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4330136,-80.02211337
1823142947,Virginia Ave from Sweetbriar St to Plyer Way,5th Division,,Wood,108,,0,100,649,0,2,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Virginia_Ave_from_Sweetbriar_St_to_Plyer_Way.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43306872,-80.02254253
1103026763,Volk Rd from Kearsarge St to Dead End,5th Division,,Concrete,225,30,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Volk_Rd_from_Kearsarge_St_to_Dead_End.jpg,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43164076,-80.01093918
403139671,W Meyers St to Mt Joseph St,4th Division,,Wood,46,10,1,7,574,118,7,8,5,https://tools.wprdc.org/images/pittsburgh/steps/W_Meyers_St_to_Mt_Joseph_St.jpg,Carrick,4,29,42003290100,3,29,3,4-23,40.3997086,-79.99155228
727571286,W Sycamore From Amabell St to Merrimac St,DOMI - Signs and Markings,1946-01-01,Concrete,215,21,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_From_Amabell_St_to_Merrimac_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43287829,-80.01391822
868095936,W Sycamore St from La Belle St to Red Oak Way,DOMI - Signs and Markings,1946-01-01,Concrete,123,21,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_La_Belle_St_to_Red_Oak_Way.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43311073,-80.01601397
1711911655,W Sycamore St from Pitcher Way to Oneida St,5th Division,,Brick/Asphalt,131,22,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_Pitcher_Way_to_Oneida_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43384434,-80.02085085
643042163,W Sycamore St from Plymouth St to Pitcher Way North,5th Division,,Concrete,107,42,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_Plymouth_St_to_Pitcher_Way_North.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43398094,-80.02133978
944288314,W Sycamore St from Plymouth St to Pitcher Way South,5th Division,,Concrete,113,31,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_Plymouth_St_to_Pitcher_Way_South.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43391166,-80.02140471
980819784,W Sycamore St from Ulysses to Bertha St,DOMI - Signs and Markings,1946-01-01,Concrete,170,40,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St_from_Ulysses_to_Bertha_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43258059,-80.01213837
406605100,W Sycamore St. From Bigham St. to Amabell,DOMI - Signs and Markings,1946-01-01,Concrete,206,27,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St._From_Bigham_St._to_Amabell.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43296353,-80.01475306
41759992,W Sycamore St. From Red Oak Way to Bigham St.,DOMI - Signs and Markings,1946-01-01,Concrete,123,4,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_St._From_Red_Oak_Way_to_Bigham_St..jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.4330503,-80.01550073
1644940575,W Sycamore Ulysses to Merrimac,DOMI - Signs and Markings,1946-01-01,Concrete,90,18,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/W_Sycamore_Ulysses_to_Merrimac.jpg,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43268267,-80.01282501
274647628,Wabash St to Steuben St,5th Division,,Concrete,8,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Wabash_St_to_Steuben_St.jpg,West End,2,20,42003562600,5,20,6,1-17,40.44161892,-80.0353334
933188130,Waco Way from East St to Radner St,1st Division,,Concrete,93,,0,100,81,12,2,6,2,https://tools.wprdc.org/images/pittsburgh/steps/Waco_Way_from_East_St_to_Radner_St.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46123168,-79.99871884
1908586687,Waco Way from Radner St to Valette St,1st Division,,Concrete,90,,0,100,76,12,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Waco_Way_from_Radner_St_to_Valette_St.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46116473,-79.9982687
